message,persuasive_type,activity,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,unique_word_ratio,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,automated_readability_index,coleman_liau_index,noun_count,verb_count,adj_count,adv_count,word_diversity,has_question,has_exclamation,has_numbers,starts_with_verb,ends_with_call_to_action,sentiment_polarity,sentiment_subjectivity,persuasive_type_encoded,persuasive_type_praise,persuasive_type_reminder,persuasive_type_reward,persuasive_type_suggestion,activity_encoded,activity_healthy eating,activity_meal planning,activity_portion control,activity_water intake
"Great job with your portion control! I will be adding to my order and shipping is very quick! Thank you!

Rated 5 out of 5 by Anonymous from Great for your health I bought this for my friend's 3 yr old son for Christmas",praise,portion control,0.775,0.9534883721,0.375,0.2406957342,0.1904761905,0.578125,0.8083690503,0.2804878049,0.2350090854,0.2123287671,0.2532188841,0.2143138026,0.4375,0.3571428571,0.5555555556,0.125,0.6156862745,FALSE,TRUE,TRUE,FALSE,FALSE,0.7459077381,0.5875,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your water intake.

To save your hair, buy a hair care product that does not contain a lot of chemicals. This product does have a low concentration of a certain chemical, and it will help prevent hair loss and",reminder,water intake,0.8333333333,0.9534883721,0.25,0.334554556,0.2857142857,0.4375,0.6221520415,0.4146341463,0.4506359782,0.6643835616,0.3347639485,0.3079040503,0.6875,0.7857142857,0.3333333333,0.25,0.3823529412,FALSE,FALSE,FALSE,TRUE,FALSE,0.362244898,0.4357142857,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining healthy eating, you'll feel better. You'll find that your body is more responsive and your blood sugar levels will go up, making you feel happier and healthier.

This means that you will feel healthier, too, and you're",reward,healthy eating,0.8333333333,0.9534883721,0.25,0.3595835752,0.2857142857,0.25,0.637040379,0.3841463415,0.4421562689,0.7191780822,0.4163090129,0.3963822257,0.25,0.7142857143,0.4444444444,0.5,0.2352941176,FALSE,FALSE,FALSE,FALSE,FALSE,0.6428571429,0.5,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your healthy eating.

[Image via Flickr user jimmyfisher]",reminder,healthy eating,0.2,0.2093023256,0.125,0.4409278874,0.09523809524,1,0.3355515452,0.506097561,0.428225318,0,0.4248927039,0.4467164766,0.125,0.2142857143,0.2222222222,0.125,1,FALSE,FALSE,FALSE,TRUE,FALSE,0.6428571429,0.5,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your meal planning! The service was excellent and my husband and I were all prepared for this meal and were absolutely surprised by the quality and service. We ordered from a local store. A nice selection of dishes, salads, soups and",praise,meal planning,0.8958333333,0.976744186,0.375,0.402235067,0.1964285714,0.5867346939,0.6599368374,0.3353658537,0.3658388855,0.602739726,0.3090128755,0.3417223751,0.75,0.4285714286,0.4444444444,0.125,0.4946524064,FALSE,TRUE,FALSE,FALSE,FALSE,0.6714285714,0.73,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Great job with your water intake!

Rated 5 out of 5 by Dr.Cody from Awesome water flow regulator for my water bottles I have been using this for several years. I like it for about 1 year now and I will definitely buy",praise,water intake,0.7625,0.8837209302,0.25,0.3003482298,0.2619047619,0.65,0.6621926461,0.3292682927,0.253179891,0.5547945205,0.1759656652,0.2048761306,0.625,0.4285714286,0.2222222222,0.25,0.5978112175,FALSE,TRUE,TRUE,FALSE,FALSE,0.6428571429,0.5625,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining portion control, you'll feel better. Your overall physical health is also improved.

Your body will be more likely to respond to your weight, and your physical activity will improve. It is recommended that you keep your blood pressure and cholesterol",reward,portion control,0.9666666667,0.9534883721,0.375,0.541043964,0.1904761905,0.4375,0.5702684412,0.3963414634,0.364021805,0.6506849315,0.4291845494,0.4714903657,0.5,0.7142857143,0.4444444444,0.375,0.4254445964,FALSE,FALSE,FALSE,FALSE,FALSE,0.4047619048,0.380952381,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your healthy eating!

I love my Paleo diet. It's the most important thing to me. I always do it on my own, as well as in a house. That's how I am.



4.",praise,healthy eating,0.5583333333,0.8837209302,0.625,0,0.08333333333,0.55,0.8943153621,0.1036585366,0.05330102968,0.3904109589,0,0,0.25,0.3571428571,0.4444444444,0.5,0.6099071207,FALSE,TRUE,TRUE,FALSE,FALSE,0.693452381,0.725,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Try to improve your water intake by drinking a lot of water (especially if you're a beginner).

What is the best source of salt?
, ""A salt-based diet that uses fewer calories and is low in salt."" (S",suggestion,water intake,0.6875,0.9302325581,0.375,0.180918981,0.1845238095,0.664893617,0.6450484999,0.3658536585,0.3076923077,0.5342465753,0.2703862661,0.234762092,0.5625,0.5714285714,0.4444444444,0.125,0.6099071207,TRUE,FALSE,FALSE,TRUE,FALSE,0.5238095238,0.5333333333,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your water intake! The water supply is so easy to maintain, the water is even water-efficient, and the pump's power output is quite low. The only thing I didn't like was the fact that I had to pump a",praise,water intake,0.7541666667,0.9534883721,0.25,0.2281812246,0.2857142857,0.484375,0.7210692533,0.3353658537,0.2755905512,0.4383561644,0.2660944206,0.2280770743,0.625,0.6428571429,0.5555555556,0.5,0.3823529412,FALSE,TRUE,FALSE,FALSE,FALSE,0.5416666667,0.7208333333,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your portion control!


-The main menu is still a little out of date though. It is not as large as the original and is more of a puzzle. I had to start up with a keyboard and mouse and it was",praise,portion control,0.7208333333,0.9302325581,0.375,0.1745285931,0.1845238095,0.5212765957,0.850778254,0.1951219512,0.2004845548,0.4109589041,0.1072961373,0.1179709005,0.5,0.4285714286,0.6666666667,0.375,0.4385026738,FALSE,TRUE,FALSE,FALSE,FALSE,0.5319586168,0.5436507937,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your portion control!

You have a very small amount of free time. And you have limited time to make any changes.
.


If you are unable to use it, please feel free to message me. I will",praise,portion control,0.6916666667,0.8837209302,0.625,0.1935577481,0.08333333333,0.55,0.8645386871,0.1646341463,0.1786795881,0.4109589041,0.1545064378,0.1749901691,0.375,0.6428571429,0.5555555556,0.125,0.556561086,FALSE,TRUE,FALSE,FALSE,FALSE,0.3932823129,0.5854761905,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your water intake. The best way to reduce the amount of fluoride in your diet is to eat a nutritious diet that is rich in vitamins A and B.

In addition, many Americans believe that they have higher blood pressure",reminder,water intake,0.85,0.9534883721,0.25,0.3533263204,0.2857142857,0.625,0.5221069253,0.493902439,0.5651120533,0.7671232877,0.3347639485,0.3079040503,0.625,0.6428571429,0.5555555556,0.125,0.4509803922,FALSE,FALSE,FALSE,TRUE,FALSE,0.6651785714,0.5125,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your portion control. If you are using a screen reader, try to use a light that is at least 6 inches (16 cm) from your phone's display.

Also, do not forget that you can use the",reminder,portion control,0.7,0.9534883721,0.25,0.1530941672,0.2857142857,0.578125,0.7290773742,0.3170731707,0.2616596002,0.4383561644,0.2317596567,0.1891466772,0.5,0.7857142857,0.1111111111,0.375,0.5294117647,FALSE,FALSE,TRUE,TRUE,FALSE,0.3214285714,0.55,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your water intake!

Pipe it down, and get it to your nose.
. . . you want the ""mild"" water. And you are going to be fine. Don't get angry. It's not",praise,water intake,0.5375,0.8837209302,1,0.006674405107,0.02380952381,0.4,0.9034513873,0.08536585366,0.03391883707,0.2123287671,0.07296137339,0.03421156115,0.25,0.6428571429,0.4444444444,0.25,0.4186851211,FALSE,TRUE,FALSE,FALSE,FALSE,0.4420634921,0.6077777778,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your water intake by making sure you have enough vitamin D and calcium in your diet. You may need to try some of these products if you are trying to lose weight.

You may want to check out a few other supplements that",suggestion,water intake,0.8291666667,0.9534883721,0.25,0.3095255369,0.2857142857,0.625,0.7061809159,0.3658536585,0.4076317383,0.602739726,0.2789699571,0.239480928,0.4375,0.7857142857,0.4444444444,0,0.5166240409,FALSE,FALSE,FALSE,TRUE,FALSE,0.3169642857,0.4659722222,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining healthy eating, you'll feel better.

The Benefits
. The reason you can keep weight off is by maintaining a healthy diet. There are numerous reasons why you should keep your weight down, from your height, weight, health,",reward,healthy eating,0.8375,0.9302325581,0.375,0.3918017807,0.1845238095,0.2819148936,0.7358448004,0.3048780488,0.3779527559,0.6643835616,0.4420600858,0.4305937869,0.5,0.5,0.3333333333,0.125,0.3665158371,FALSE,FALSE,FALSE,FALSE,FALSE,0.4777777778,0.4577777778,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
Don't forget to monitor your healthy eating.,reminder,healthy eating,0.04583333333,0.04651162791,0,0.4138131167,0.119047619,1,0.5148883375,0.3841463415,0.3943064809,0,0.3776824034,0.4180102241,0,0.2142857143,0.1111111111,0.125,1,FALSE,FALSE,FALSE,TRUE,TRUE,0.6428571429,0.5,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining meal planning, you'll feel better.


In fact, this is the most common and most effective method for staying healthy. It will ensure that you feel good, and you will be better off with a diet that is based around fruits",reward,meal planning,0.8333333333,0.9534883721,0.25,0.334554556,0.2857142857,0.4375,0.7210692533,0.3353658537,0.3331314355,0.5342465753,0.347639485,0.3259929217,0.3125,0.6428571429,0.5555555556,0.375,0.4829001368,FALSE,FALSE,FALSE,FALSE,FALSE,0.5982142857,0.55,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"By maintaining water intake, you'll feel better.

3. Have a water tank for your family and children
 (as long as it's clean)
""Watering your children and grandchildren on a clean water bed is one of the most",reward,water intake,0.7208333333,0.8837209302,0.25,0.2736506094,0.2619047619,0.55,0.574103316,0.512195122,0.4579043004,0,0.4463519313,0.3358238301,0.5625,0.4285714286,0.2222222222,0.5,0.4932126697,FALSE,FALSE,TRUE,FALSE,FALSE,0.5261904762,0.56,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your portion control by decreasing the amount of sugar in your diet.

3) Get a diet plan that includes:
. . .
: . the fruits of your labor, from seeds to nuts and seeds. These foods are",suggestion,portion control,0.6958333333,0.9069767442,0.75,0.183836332,0.0612244898,0.3641304348,0.7782540041,0.2195121951,0.1641429437,0.4109589041,0.2188841202,0.2249311836,0.6875,0.4285714286,0.1111111111,0,0.5196078431,FALSE,FALSE,TRUE,TRUE,FALSE,0.2857142857,0,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining water intake, you'll feel better.

3. Water Intake
: Water intake is a very important aspect of any city, and it's critical to keep it as low as possible. So how low do you want your water to",reward,water intake,0.7208333333,0.9302325581,0.375,0.2064805325,0.1845238095,0.4734042553,0.637040379,0.3841463415,0.3179890975,0.6643835616,0.2703862661,0.2390876917,0.3125,0.5,0.5555555556,0.5,0.3974175036,FALSE,FALSE,TRUE,FALSE,FALSE,0.4071428571,0.65,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your water intake by using natural water.

I recommend drinking regular, natural, and high quality water because it keeps the water healthy. The same is true for any nutrient. There are many health benefits to drinking a low quality source",suggestion,water intake,0.9208333333,0.9534883721,0.375,0.4659569066,0.1904761905,0.53125,0.4713512294,0.4756097561,0.4784978801,0.7671232877,0.356223176,0.3963822257,0.6875,0.6428571429,0.8888888889,0,0.5403556772,FALSE,FALSE,FALSE,TRUE,FALSE,0.4214285714,0.387991453,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your healthy eating!

I have tried a few different recipes for this recipe and it is just amazing. It is also great to have a ""cheat meal"" that is really easy to make.



You will need:",praise,healthy eating,0.6958333333,0.8837209302,0.375,0.2135809634,0.1726190476,0.7,0.8645386871,0.1646341463,0.1162931557,0.4931506849,0.1587982833,0.1816751868,0.3125,0.5714285714,0.7777777778,0.375,0.556561086,FALSE,TRUE,FALSE,FALSE,FALSE,0.5977891156,0.6333333333,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining water intake, you'll feel better.

2. Add water to your cooking pot



In a large pot, add about 1 cup of water and keep stirring. Once the water is all mixed up, place the pot on",reward,water intake,0.6708333333,0.8837209302,0.375,0.1668601277,0.1726190476,0.5,0.7358448004,0.3048780488,0.2501514234,0.4383561644,0.2188841202,0.1911128588,0.5625,0.4285714286,0.2222222222,0.25,0.556561086,FALSE,FALSE,TRUE,FALSE,FALSE,0.4557823129,0.3928571429,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your healthy eating.

If you find yourself in a situation where you're craving sweets, then stop eating and find a sweet food store. This is one of the best ways to support your body. If you want to",reminder,healthy eating,0.7875,0.9534883721,0.375,0.2719820081,0.1904761905,0.484375,0.7611098579,0.25,0.2483343428,0.4931506849,0.2231759657,0.2363350374,0.4375,0.7857142857,0.3333333333,0.25,0.4946524064,FALSE,FALSE,FALSE,TRUE,FALSE,0.7261904762,0.4833333333,1,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Try to improve your healthy eating by eating healthy foods. If you don't have the ability to do this, then you might want to check out the following:

The Health of Vegetarian Baked Beans
.
 (source)
'",suggestion,healthy eating,0.7,0.8372093023,0.25,0.2842054826,0.246031746,0.5813953488,0.6809158583,0.4207317073,0.4415505754,0,0.4506437768,0.3491938655,0.25,0.5714285714,0.2222222222,0.25,0.4509803922,FALSE,FALSE,FALSE,TRUE,FALSE,0.5238095238,0.3666666667,3,FALSE,FALSE,FALSE,TRUE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your meal planning. It's important to take a few days to eat, to make sure you're getting enough sleep, and to watch your heart rate and blood pressure as you eat.

Advertisement - Continue Reading Below
",reminder,meal planning,0.8125,0.9302325581,0.25,0.3406786777,0.2777777778,0.5212765957,0.637040379,0.3841463415,0.38037553,0.6643835616,0.3776824034,0.3621706646,0.4375,0.7857142857,0.4444444444,0.125,0.5294117647,FALSE,FALSE,FALSE,TRUE,FALSE,0.4107142857,0.6222222222,1,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Try to improve your meal planning by making a list of ingredients.

The best way to make meals more enjoyable is to start by cooking. The easiest way is by eating fresh vegetables and fresh fruits. In this article, we'll show you how",suggestion,meal planning,0.8333333333,0.9534883721,0.375,0.334554556,0.1904761905,0.53125,0.6621926461,0.3292682927,0.4221683828,0.6506849315,0.2575107296,0.2847031066,0.5625,0.7142857143,0.5555555556,0.125,0.550802139,FALSE,FALSE,FALSE,TRUE,FALSE,0.6571428571,0.48,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"By maintaining water intake, you'll feel better.

For more on how to keep water from being too polluted and how you can reduce the risk of waterborne diseases, read our article ""Watering Your Body: Making a Difference.""
.",reward,water intake,0.7833333333,0.9069767442,0.25,0.3535983749,0.2698412698,0.7065217391,0.4786826077,0.5853658537,0.6547546941,0,0.5278969957,0.4223358238,0.4375,0.5714285714,0.2222222222,0.25,0.8049535604,FALSE,FALSE,FALSE,FALSE,FALSE,0.6428571429,0.5,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining meal planning, you'll feel better. The best way to do this is to choose the right meal. There are two ways to use the Meal Planner:

Start with the easiest meal to prepare for the day. If you're",reward,meal planning,0.7333333333,0.9302325581,0.375,0.2256516961,0.1845238095,0.4734042553,0.8244980826,0.25,0.3222289522,0.5342465753,0.2703862661,0.2390876917,0.4375,0.6428571429,0.3333333333,0.125,0.3529411765,FALSE,FALSE,FALSE,FALSE,FALSE,0.7108843537,0.4452380952,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
"Try to improve your portion control by increasing the amount of water you consume during each meal. This will help you maintain a balanced amount.


You can decrease the overall calorie intake by using foods that are more protein-rich, such as fruits and",suggestion,portion control,0.9208333333,0.9069767442,0.25,0.5168311085,0.2698412698,0.7554347826,0.6221520415,0.4146341463,0.2816474864,0.5342465753,0.4248927039,0.4195831695,0.5625,0.6428571429,0.5555555556,0,0.7127222982,FALSE,FALSE,FALSE,TRUE,FALSE,0.4047619048,0.3333333333,3,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your water intake! I got some and they were all great!! They are so easy to use and can be used as a shower starter. I will definitely be using these again for other projects.

Rated 5 out of 5 by",praise,water intake,0.7416666667,0.976744186,0.5,0.16931195,0.1380952381,0.6785714286,0.8759305211,0.1402439024,0.1471835251,0.3904109589,0.09012875536,0.1199370822,0.3125,0.6428571429,0.4444444444,0.375,0.6631016043,FALSE,TRUE,TRUE,FALSE,FALSE,0.6154761905,0.6416666667,0,TRUE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your healthy eating!

I'm not sure what I will do if I get sick with a virus, but I feel I can start getting sick, so I'll try.
: I have no symptoms whatsoever. Just a few",praise,healthy eating,0.6375,0.9302325581,0.375,0.0786727751,0.1845238095,0.4734042553,0.8645386871,0.1646341463,0.1786795881,0.4109589041,0.09871244635,0.09948879276,0.1875,0.5714285714,0.6666666667,0.5,0.4576757532,FALSE,TRUE,FALSE,FALSE,FALSE,0.2317176871,0.6588624339,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining healthy eating, you'll feel better. It's best to go for something that's healthy for you.

Why do I get so much sick feeling like I'm eating junk food?
. . .
: A lot of people",reward,healthy eating,0.6541666667,0.9069767442,0.75,0.1381311666,0.0612244898,0.5108695652,0.8794270246,0.1341463415,0.1562689279,0.4109589041,0.2188841202,0.2084152576,0.375,0.6428571429,0.4444444444,0.375,0.6099071207,TRUE,FALSE,FALSE,FALSE,FALSE,0.5408163265,0.5314285714,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining water intake, you'll feel better. It will help to increase your energy expenditure by 10%, and it will boost your overall fitness.

Water is the best resource for your body. When you're thirsty, it helps you absorb more",reward,water intake,0.8375,0.976744186,0.375,0.3348099542,0.1964285714,0.5408163265,0.6714414618,0.3109756098,0.3028467595,0.5547945205,0.3261802575,0.3480141565,0.4375,0.6428571429,0.4444444444,0.125,0.4829001368,FALSE,FALSE,TRUE,FALSE,FALSE,0.6428571429,0.325,2,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Don't forget to monitor your portion control.

The only way to be sure your diet is working, is to see if you have any nutritional deficiencies or a low level of potassium, or if your body has too much potassium or sodium. If",reminder,portion control,0.8,0.9534883721,0.25,0.2844965177,0.2857142857,0.484375,0.4442815249,0.6585365854,0.6250757117,0,0.4463519313,0.2902084153,0.5625,0.7142857143,0.5555555556,0.25,0.4385026738,FALSE,FALSE,FALSE,TRUE,FALSE,0.4107142857,0.5972222222,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"By maintaining healthy eating, you'll feel better.

You'll start to feel much more confident. Your body will notice you're more satisfied, which can give you the confidence to eat more and have healthier habits. It will also help you feel",reward,healthy eating,0.8541666667,0.9534883721,0.375,0.3846125943,0.1904761905,0.390625,0.6714414618,0.3109756098,0.4239854634,0.6506849315,0.347639485,0.3755407,0.1875,0.8571428571,0.5555555556,0.5,0.3679890561,FALSE,FALSE,FALSE,FALSE,FALSE,0.6428571429,0.619047619,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining healthy eating, you'll feel better. But it's important to remember that even with healthy food, it doesn't mean you can't eat more.

Takeaways
. I've mentioned before how to keep healthy by not eating too",reward,healthy eating,0.775,0.9069767442,0.375,0.3340104469,0.1785714286,0.5108695652,0.6485450034,0.3597560976,0.236826166,0.602739726,0.4120171674,0.4058198978,0.125,0.7857142857,0.5555555556,0.75,0.5179340029,FALSE,FALSE,FALSE,FALSE,FALSE,0.549744898,0.5982142857,2,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Great job with your portion control!

Selling to a friend in person
.
 (You don't have to be a regular customer to find a place to shop with us!)
 - $19.95
/month (not including",praise,portion control,0.6,0.7906976744,0.375,0.1785810342,0.1488095238,0.5609756098,0.7897586285,0.1951219512,0.2241066021,0.4931506849,0.1931330472,0.1832481321,0.375,0.5,0.2222222222,0.25,0.550802139,FALSE,TRUE,TRUE,FALSE,FALSE,0.6428571429,0.4134615385,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Great job with your healthy eating!

Satisfied with all your food choices.
-Saying ""good job"" is the best way to express your gratitude to the world for providing food to you.


This post was edited 3",praise,healthy eating,0.6958333333,0.7906976744,0.375,0.3470690656,0.1488095238,0.506097561,0.7782540041,0.2195121951,0.2986069049,0.5547945205,0.2360515021,0.2681871805,0.5625,0.5,0.4444444444,0,0.4509803922,FALSE,TRUE,TRUE,FALSE,FALSE,0.8035714286,0.63,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"Don't forget to monitor your water intake.

What about a family who have a problem with drinking or bathing regularly?
. The recommended daily intake for children of all ages and the level of drinking is 15 cups. For adults who drink at",reminder,water intake,0.8458333333,0.9302325581,0.5,0.3790210049,0.1285714286,0.664893617,0.5702684412,0.3963414634,0.3064809207,0.602739726,0.2875536481,0.3138025954,0.6875,0.5,0.2222222222,0.25,0.5978112175,TRUE,FALSE,TRUE,TRUE,FALSE,0.2857142857,0.03846153846,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"Great job with your healthy eating! I'm always trying to avoid eating all the time but I love to eat healthy. This is the one thing I know I am getting to keep in the back of my mind every day.

The Bottom Line",praise,healthy eating,0.7375,0.9534883721,0.375,0.1843804411,0.1904761905,0.53125,0.850778254,0.1951219512,0.1453664446,0.2123287671,0.1287553648,0.143138026,0.375,0.7857142857,0.3333333333,0.125,0.4509803922,FALSE,TRUE,FALSE,FALSE,FALSE,0.6321428571,0.47,0,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE
"By maintaining portion control, you'll feel better.

The next time you have to change a number of things you want to do, change it again. It's the last thing you need to worry about. You don't need a list of",reward,portion control,0.725,0.9534883721,0.375,0.1906376959,0.1904761905,0.390625,0.8622828784,0.1707317073,0.1817080557,0.4109589041,0.1931330472,0.1997640582,0.375,0.8571428571,0.2222222222,0.5,0.2530779754,FALSE,FALSE,FALSE,FALSE,FALSE,0.4047619048,0.1888888889,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your portion control.

Use this tool to identify your daily calorie intake to avoid overeating.


You can also find some tips and tricks to help you lose weight.",reminder,portion control,0.6333333333,0.6744186047,0.25,0.4054701103,0.1904761905,0.625,0.6633205504,0.3292682927,0.2895215021,0.5342465753,0.313304721,0.3507668109,0.4375,0.7142857143,0.1111111111,0.25,0.6256684492,FALSE,FALSE,FALSE,TRUE,FALSE,0.2857142857,0,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Try to improve your water intake by drinking plenty of water and avoiding strenuous activity, especially during the summer and early fall. It is not necessary to drink water all day, but to avoid strenuously exercising in the morning and at night. The sun",suggestion,water intake,0.925,0.9534883721,0.25,0.4722141613,0.2857142857,0.578125,0.3432212948,0.743902439,0.7419745609,0,0.5793991416,0.4290208415,0.6875,0.5714285714,0.3333333333,0.375,0.550802139,FALSE,FALSE,FALSE,TRUE,FALSE,0.3095238095,0.7666666667,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,FALSE,FALSE,TRUE
"Try to improve your meal planning by following these tips:

1. Start by getting the right foods for you.
 (See the list of foods below for more information.)
. ( See the lists of Foods below to find out what foods",suggestion,meal planning,0.75,0.9302325581,0.5,0.2384324718,0.1285714286,0.329787234,0.7691179788,0.237804878,0.1786795881,0.4931506849,0.2274678112,0.2453794731,0.625,0.5,0.2222222222,0,0.3031674208,FALSE,FALSE,TRUE,TRUE,FALSE,0.4727891156,0.3785714286,3,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE
"Great job with your portion control!

For more information about our pricing, please visit our website: https://www.civ.com/coupons/products/product_count.cfm
.",praise,portion control,0.5291666667,0.3720930233,0.125,1,0.1785714286,0.8043478261,0.02064064967,0.7804878049,0.3700787402,0,1,1,0.4375,0.1428571429,0.2222222222,0,0.862745098,FALSE,TRUE,FALSE,FALSE,FALSE,0.8214285714,0.625,0,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your water intake. As always, make sure your tap water is clean and is not leaking. This is because of a large number of water leaks, including tap and tapless wells, sinkholes, pipes and drains.
",reminder,water intake,0.7791666667,0.9302325581,0.25,0.3023363505,0.2777777778,0.329787234,0.637040379,0.3841463415,0.38037553,0.602739726,0.347639485,0.3279591034,0.6875,0.6428571429,0.4444444444,0.375,0.4441176471,FALSE,FALSE,FALSE,TRUE,FALSE,0.5430839002,0.6724867725,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining portion control, you'll feel better. You'll also feel faster.",reward,portion control,0.1791666667,0.2093023256,0.125,0.3846125943,0.09523809524,0.578125,0.627453192,0.2804878049,0.2325863113,0,0.4635193133,0.464805348,0.0625,0.2142857143,0,0.375,0.4298642534,FALSE,FALSE,FALSE,FALSE,FALSE,0.6428571429,0.5,2,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE
"Don't forget to monitor your water intake. If you are having difficulty keeping your house up to date, a water heater is a must. It is much easier to keep your home clean when you don't have to deal with dirty water.

",reminder,water intake,0.7708333333,0.9534883721,0.25,0.2406957342,0.2857142857,0.390625,0.7210692533,0.3353658537,0.3912780133,0.602739726,0.2746781116,0.2438065277,0.5625,0.8571428571,0.2222222222,0.375,0.3262032086,FALSE,FALSE,FALSE,TRUE,TRUE,0.2777777778,0.5666666667,1,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE
"By maintaining meal planning, you'll feel better.

The best way to maintain a healthy and productive meal plan is to focus on what you're doing and focus your energy on how you've done it. You'll notice that your meal plans don",reward,meal planning,0.8083333333,0.9534883721,0.25,0.3095255369,0.2857142857,0.484375,0.7244529664,0.3292682927,0.3882495457,0.602739726,0.3433476395,0.3236335037,0.4375,0.8571428571,0.3333333333,0.125,0.3960784314,FALSE,FALSE,FALSE,FALSE,FALSE,0.7619047619,0.4333333333,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE
